recipe_id,ingredient_id,measure,unit_id,prep_notes,order_index
100,75,2.0,8,,10
100,448,150.0,1,,11
100,197,2.0,9,,12
100,45,2.0,9,,13
101,57,1.0,13,,1
101,559,0.25,10,,2
101,454,1.0,13,,3
101,197,0.25,10,,4
101,125,0.5,10,,5
101,323,1.0,9,,6
101,217,0.5,8,,7
101,260,0.5,8,,8
101,24,0.25,8,,9
101,139,0.25,8,,10
101,49,0.25,8,,11
101,46,0.5,8,,12
101,210,1.0,10,,13
101,551,1.0,13,,14
102,209,1.0,9,,1
102,1,1.0,13,whole,2
102,340,1.0,13,large chopped,3
102,245,1.0,13,chopped,4
102,137,3.0,14,crushed,5
102,72,225.0,1,,6
102,292,1.0,9,,7
102,290,1.0,9,chopped,8
102,314,150.0,13,ml,9
102,60,800.0,13,ml,10
102,249,400.0,1,,11
102,222,2.0,9,chopped,12
103,36,50.0,1,,1
103,340,1.0,13,chopped,2
103,204,100.0,1,,3
103,233,40.0,1,,4
103,344,1.0,13,,5
103,208,1.0,11,,6
103,206,1.0,11,,7
103,1,250.0,1,,8
103,363,2.0,12,,9
103,236,2.0,13,large,10
103,36,1.0,13,knob,11
104,36,2.0,9,,1
104,210,3.0,9,,2
104,1,5.0,13,boneless,3
104,260,1.0,8,,4
104,279,1.0,13,cut into inch cubes,5
104,32,1.0,13,head chopped,6
104,204,8.0,3,sliced,7
104,229,1.0,13,red,8
104,340,1.0,13,chopped,9
104,137,3.0,14,,10
104,246,0.5,8,,11
104,314,0.5,10,,12
104,197,0.5,10,,13
104,162,0.5,10,,14
104,220,1.0,10,grated,15
104,27,16.0,3,,16
104,260,1.0,11,,17
104,229,1.0,11,,18
104,222,1.0,13,chopped,19
105,1,1.5,13,kg,1
105,36,25.0,1,,2
105,210,6.0,9,,3
105,244,2.0,13,sliced,4
105,245,3.0,13,large,5
105,72,130.0,1,,6
105,475,8.0,13,,7
105,137,6.0,14,sliced,8
105,15,300.0,1,,9
105,292,1.0,13,drizzle,10
105,217,0.5,8,,11
105,17,4.0,13,,12
105,290,1.0,12,,13
105,60,350.0,13,ml,14
105,107,180.0,1,,15
105,186,2.0,13,,16
105,339,100.0,1,,17
105,260,0.0,16,,18
105,229,0.0,16,,19
106,1,8.0,3,,1
106,260,1.0,11,,2
106,229,1.0,11,,3
106,143,1.0,8,,4
106,142,1.0,8,,5
106,278,1.0,9,,6
106,249,0.5,10,,7
106,309,8.0,10,,8
106,85,2.0,3,,9
107,210,1.0,9,,1
107,340,1.0,13,chopped,2
107,57,200.0,1,,3
107,142,1.0,11,,4
107,161,2.0,9,,5
107,376,10.0,13,,6
107,62,220.0,1,,7
107,359,200.0,1,,8
107,60,200.0,13,ml,9
107,85,1.0,12,,10
108,113,14.0,3,jar,1
108,269,3.0,10,,2
108,88,6.0,13,,3
108,58,2.0,13,,4
109,190,500.0,1,,1
109,60,2.0,10,,2
109,162,0.5,10,,3
109,116,1.0,15,,4
109,260,1.0,8,,5
109,57,3.0,13,diced,6
109,210,2.0,9,,7
109,340,1.0,13,small finely diced,8
109,245,2.0,13,finely diced,9
109,137,2.0,14,minced,10
109,52,1.0,10,,11
109,222,0.0,17,chopped,12
110,61,1.0,4,,1
110,260,1.0,8,,2
110,478,3.0,9,,3
110,454,3.0,13,large,4
110,340,0.67,10,,5
110,137,2.0,14,minced,6
110,158,2.0,8,,7
110,42,1.0,13,large,8
110,226,0.67,10,,9
110,171,4.0,10,,10
110,496,2.0,13,sliced,11
110,601,0.5,8,,12
110,274,2.5,9,,13
110,414,1.0,8,,14
111,60,450.0,13,ml,1
111,57,3.0,13,,2
111,36,75.0,1,,3
111,182,2.0,13,sliced,4
111,137,2.0,14,minced,5
111,233,50.0,1,,6
111,197,200.0,13,ml,7
111,314,3.0,9,,8
111,105,150.0,13,ml,9
111,419,150.0,1,,10
111,263,1.0,13,spinkling,11
111,229,1.0,11,,12
111,233,350.0,1,,13
111,36,200.0,1,,14
111,128,1.0,13,,15
111,83,1.0,9,,16
111,128,1.0,13,,17
112,1,1.2,2,,1
112,340,5.0,13,thinly sliced,2
112,293,2.0,13,finely chopped,3
112,137,8.0,14,chopped,4
112,145,1.0,9,,5
112,303,0.25,10,,6
112,95,2.0,8,,7
112,87,3.0,8,,8
112,297,1.0,8,,9
112,66,1.0,8,,10
112,152,2.0,13,,11
112,319,1.0,10,,12
112,90,0.75,10,,13
112,120,3.0,8,dried,14
112,136,1.0,8,,15
112,260,0.0,16,,16
113,1,450.0,1,boneless skin,1
113,142,1.0,9,,2
113,137,1.0,14,,3
113,274,2.0,9,,4
113,258,1.0,9,,5
113,148,2.0,8,,6
113,235,0.33,10,,7
113,303,0.33,10,,8
113,183,0.33,10,,9
114,1,1.0,13,,1
114,15,2.0,10,,2
114,309,4.0,10,,3
114,340,1.0,13,large,4
114,137,4.0,14,,5
114,152,2.0,13,,6
114,260,1.0,8,,7
114,209,3.0,9,,8
114,297,1.0,9,,9
114,85,1.0,8,,10
114,41,0.5,9,,11
114,77,0.25,8,,12
114,75,0.5,8,,13
114,229,1.0,8,,14
114,16,2.0,13,,15
115,210,1.0,9,,1
115,204,300.0,1,,2
115,59,4.0,13,,3
115,352,500.0,1,,4
115,344,1.0,13,,5
115,339,100.0,1,,6
115,222,1.0,13,chopped,7
116,236,1.5,13,kg,1
116,36,30.0,1,,2
116,105,5.0,9,,3
116,111,2.0,13,,4
116,36,30.0,1,,5
116,267,7.0,13,,6
116,42,3.0,13,chopped,7
116,48,2.0,13,sticks,8
116,138,1.0,13,finely chopped,9
116,314,4.0,9,,10
116,292,1.0,9,,11
116,398,400.0,1,,12
116,60,350.0,13,ml,13
116,1,600.0,1,,14
116,339,16.0,13,,15
116,222,2.0,9,,16
116,159,50.0,1,,17
117,549,225.0,1,,1
117,36,25.0,1,,2
117,242,1.0,13,chopped,3
117,137,1.0,14,finely chopped,4
117,57,400.0,1,,5
117,210,2.0,9,,6
117,339,1.0,12,,7
117,244,1.0,13,chopped,8
117,121,100.0,1,,9
117,200,1.0,13,chopped,10
117,183,0.5,13,juice of,11
118,57,1.0,13,kg,1
118,137,2.0,14,minced,2
118,677,1.0,9,,3
118,157,1.0,9,,4
118,708,1.0,9,,5
118,46,1.0,8,,6
118,271,2.0,8,,7
118,260,2.0,8,,8
118,184,2.0,9,,9
118,210,3.0,9,,10
118,150,1.0,10,,11
118,137,1.0,14,peeled crushed,12
118,94,1.0,8,,13
118,184,1.0,13,splash,14
119,754,12.0,13,,1
119,137,2.0,14,minced,2
119,183,1.0,13,zest and juice of,3
119,95,1.0,8,,4
119,210,2.0,9,,5
119,163,1.0,9,,6
120,1,1.25,13,kg,1
120,210,2.0,9,,2
120,137,3.0,14,chopped,3
120,256,1.0,11,,4
120,650,125.0,13,ml,5
120,60,200.0,13,ml,6
120,290,1.0,9,,7
120,428,50.0,1,,8
120,230,2.0,9,,9
120,222,1.0,12,,10
121,62,400.0,1,,1
121,210,1.0,9,,2
121,217,1.0,11,,3
121,293,2.0,13,small cut chunks,4
121,244,1.0,13,finely sliced,5
121,367,2.0,8,,6
121,5,1.0,13,,7
121,188,1.0,13,juice of,8
121,188,1.0,13,chopped,9
121,273,100.0,1,,10
121,161,2.0,8,,11
121,88,4.0,13,,12
121,85,0.0,16,,13
122,115,4.0,9,,1
122,340,1.0,13,chopped,2
122,42,1.0,13,diced,3
122,48,1.0,13,diced,4
122,290,3.0,13,,5
122,17,2.0,13,,6
122,137,2.0,14,chopped,7
122,72,200.0,1,,8
122,75,0.25,8,,9
122,217,1.0,8,,10
122,62,800.0,1,,11
122,652,2.0,9,,12
122,277,400.0,1,,13
123,137,4.0,14,crushed,1
123,142,1.0,9,,2
123,184,1.0,9,,3
123,210,1.0,9,,4
123,63,0.5,8,,5
123,94,1.0,8,,6
123,178,8.0,13,,7
124,347,280.0,1,,1
124,348,200.0,1,,2
124,210,2.0,9,,3
124,138,2.0,14,chopped,4
124,242,1.0,13,large,5
124,175,24.0,13,skinned,6
124,55,12.0,13,,7
124,14,1.0,12,,8
124,187,1.0,13,leaves,9
124,30,0.0,16,,10
124,350,2.0,9,,11
124,188,2.0,13,grated zest of,12
124,45,2.0,8,,13
125,213,1.0,13,zest of,1
125,852,0.25,10,,2
125,274,0.25,10,,3
125,309,0.25,10,,4
125,491,0.33,10,,5
125,89,1.0,9,,6
125,414,1.0,9,,7
125,282,0.5,10,,8
125,61,650.0,1,,9
125,454,2.0,13,large,10
125,260,1.0,8,,11
125,24,0.25,8,,12
125,89,0.5,10,,13
125,623,0.5,10,,14
125,303,2.0,10,,15
125,137,2.0,14,chopped,16
125,267,1.0,13,chopped,17
125,496,1.0,13,sliced,18
125,266,0.0,17,,19
125,249,0.0,16,,20
126,234,1.0,4,,1
126,303,1.0,9,,2
126,112,5.0,13,large,3
126,414,1.0,8,,4
126,864,2.0,8,,5
126,282,2.0,8,,6
126,229,0.5,8,,7
126,260,0.25,8,,8
126,278,1.0,13,,9
126,171,2.0,10,,10
127,238,320.0,1,,1
127,385,4.0,9,,2
127,435,3.0,13,,3
127,458,4.0,9,,4
127,91,100.0,13,ml,5
127,323,1.0,9,,6
127,41,3.0,13,,7
128,197,80.0,1,,1
128,36,60.0,1,,2
128,795,1.0,9,,3
128,309,220.0,1,,4
128,454,9.0,13,,5
128,796,500.0,1,,6
128,260,10.0,1,,7
128,446,10.0,1,,8
128,794,1.0,13,splash,9
128,266,1.0,13,sprinkling,10
128,340,4.0,13,,11
128,681,8.0,13,,12
128,137,0.0,16,,13
128,10,8.0,13,,14
128,419,8.0,13,slices,15
128,374,8.0,13,slices,16
128,341,4.0,13,,17
128,187,0.25,13,,18
128,205,0.0,16,,19
128,636,0.0,16,,20
129,18,2.0,13,,1
129,30,2.0,13,,2
129,187,1.0,13,,3
129,341,1.0,13,,4
129,419,100.0,1,,5
129,374,100.0,1,,6
129,10,100.0,1,,7
129,454,1.0,13,,8
129,340,1.0,13,,9
129,229,1.0,13,,10
130,233,300.0,1,,1
130,36,75.0,1,,2
130,322,100.0,1,,3
130,323,1.0,9,,4
130,36,150.0,1,,5
130,383,200.0,13,ml,6
130,384,250.0,1,,7
130,385,100.0,1,,8
130,112,4.0,13,,9
130,300,1.0,8,,10
130,382,400.0,1,,11
130,386,200.0,1,,12
132,378,1.0,13,,1
132,37,3.0,9,,2
132,5,1.0,13,,3
132,163,2.0,9,,4
132,184,1.0,8,,5
132,299,1.0,8,,6
132,309,2.0,9,,7
132,263,1.0,11,,8
133,514,6.0,13,chopped,1
133,36,150.0,1,,2
133,515,120.0,1,,3
133,387,150.0,1,,4
135,36,100.0,1,,1
135,45,100.0,1,,2
135,454,2.0,13,,3
135,264,140.0,1,,4
135,11,1.0,8,,5
135,589,2.0,9,,6
135,197,2.0,9,,7
135,232,100.0,1,,8
135,36,25.0,1,,9
135,323,100.0,1,,10
135,471,100.0,1,,11
137,232,250.0,1,,1
137,36,175.0,1,,2
137,197,2.0,9,,3
137,112,5.0,13,,4
137,148,175.0,1,,5
137,125,125.0,1,,6
138,388,200.0,1,,1
138,387,100.0,1,,2
138,261,250.0,1,,3
138,384,400.0,1,,4
138,112,4.0,13,large,5
138,233,140.0,1,,6
138,79,50.0,1,,7
138,379,200.0,1,,8
139,457,142.0,13,ml,1
139,45,25.0,1,,2
139,388,100.0,1,,3
139,36,25.0,1,,4
139,36,1.0,13,drizzle,5
139,45,50.0,1,,6
139,388,175.0,1,,7
139,105,2.0,9,,8
139,111,4.0,13,,9
139,110,5.0,13,,10
139,105,2.0,9,,11
139,323,0.0,16,,12
131,36,150.0,1,,1
131,282,70.0,1,,2
131,454,1.0,13,,3
131,163,25.0,1,,4
131,623,175.0,1,,5
131,89,80.0,1,,6
131,797,30.0,1,,7
131,11,1.0,8,,8
131,11,1.0,8,,9
131,637,400.0,1,,10
131,387,500.0,1,,11
131,36,100.0,1,,12
131,213,1.0,13,zest of,13
134,284,1.0,13,for frying,1
134,167,0.0,16,,2
134,203,120.0,1,,3
134,36,60.0,1,,4
134,105,250.0,13,ml,5
134,388,100.0,1,,6
134,592,100.0,1,,7
134,75,2.0,8,,8
134,233,200.0,1,,9
134,589,50.0,1,,10
134,11,1.0,8,,11
134,300,1.0,8,,12
134,622,50.0,1,,13
136,84,400.0,1,,1
136,623,250.0,1,,2
136,797,25.0,1,,3
136,260,1.0,11,,4
136,36,125.0,1,,5
136,454,1.0,13,,6
136,197,3.0,9,,7
136,36,30.0,1,,8
136,282,30.0,1,,9
136,75,1.0,8,,10
140,767,1.0,10,,1
140,177,12.0,3,,2
140,340,1.0,13,finely chopped,3
140,24,1.0,8,,4
140,217,1.0,8,,5
140,603,1.0,8,,6
140,260,0.0,16,,7
140,303,3.0,9,,8
140,74,1.0,13,bunch,9
140,200,1.0,13,bunch,10
140,48,1.0,13,,11
140,62,14.0,3,jar,12
140,309,4.0,10,,13
140,320,1.0,13,diced,14
140,42,1.0,13,diced,15
140,292,1.0,9,,16
140,341,3.0,13,medium,17
140,236,1.0,13,diced,18
141,72,4.0,13,,1
141,349,4.0,13,,2
141,636,1.0,13,drizzle,3
142,398,400.0,1,,1
142,72,110.0,1,,2
142,661,140.0,1,,3
142,595,1.0,13,sprinkling,4
142,62,400.0,1,can,5
142,60,1.0,13,,6
142,349,0.0,16,,7
143,593,500.0,1,,1
143,454,4.0,13,,2
143,151,225.0,1,,3
143,72,225.0,1,,4
143,138,1.0,13,sliced,5
143,652,2.0,9,,6
143,222,2.0,9,chopped,7
144,667,3.0,13,,1
144,244,0.5,13,,2
144,290,1.0,13,sprigs of fresh,3
144,652,1.0,9,,4
144,115,2.0,9,,5
144,72,100.0,1,,6
145,236,1.0,13,small,1
145,210,1.0,8,,2
145,72,50.0,1,,3
145,454,3.0,13,,4
145,222,1.0,13,chopped,5
145,52,25.0,1,,6
147,261,250.0,1,,1
147,98,225.0,1,,2
147,146,150.0,1,,3
147,213,1.0,13,zest of,4
147,255,500.0,1,,5
147,73,250.0,1,,6
148,213,3.0,13,,1
148,100,1.0,9,,2
148,528,2.0,9,,3
148,73,300.0,1,,4
148,430,500.0,1,,5
148,373,250.0,1,,6
148,105,284.0,13,ml,7
148,123,1.0,12,,8
148,388,1.0,13,grated,9
146,36,200.0,1,,1
146,203,200.0,1,,2
146,233,200.0,1,,3
146,112,4.0,13,beaten,4
146,156,50.0,1,,5
146,529,100.0,13,ml,6
146,527,85.0,1,,7
146,450,85.0,1,,8
146,428,250.0,1,,9
146,429,250.0,1,,10
146,382,100.0,1,,11
146,183,1.0,13,grated zest of,12
146,531,1.0,9,,13
146,530,1.0,9,,14
146,300,0.5,8,,15
146,11,0.5,8,,16
149,137,4.0,14,,1
149,242,1.0,13,small,2
149,157,1.0,8,,3
149,217,1.0,8,,4
149,24,0.5,8,,5
149,46,0.5,8,,6
149,260,0.5,8,,7
149,210,2.0,9,,8
149,765,2.0,4,,9
149,292,1.0,9,,10
149,309,1.0,13,boiled,11
149,260,0.0,16,,12
150,36,50.0,1,,1
150,300,0.5,8,,2
150,233,250.0,1,,3
150,11,1.0,8,,4
150,284,1.0,6,,5
150,30,2.0,13,chopped,6
150,388,200.0,1,,7
150,105,100.0,5,,8
150,197,100.0,5,,9
150,146,3.0,9,,10
150,300,0.5,8,,11
150,45,100.0,1,,12
150,75,2.0,8,,13
151,462,100.0,1,,1
151,197,200.0,13,ml,2
151,260,1.0,8,,3
151,125,250.0,1,,4
151,611,250.0,1,,5
151,612,1.0,8,,6
151,41,1.0,8,,7
151,45,1.0,9,,8
151,454,2.0,13,,9
151,210,1.0,13,dash,10
151,462,75.0,1,,11
151,45,100.0,1,,12
151,75,2.0,9,,13
151,454,1.0,13,,14
152,351,1.0,2,,1
152,36,50.0,1,,2
152,10,150.0,1,,3
152,340,1.0,13,finely chopped,4
152,290,1.0,13,sprigs of fresh,5
152,16,1.0,13,,6
152,233,1.0,9,,7
152,197,150.0,13,ml,8
152,105,150.0,13,ml,9
152,236,2.0,13,medium,10
152,222,1.0,13,chopped,11
153,72,50.0,1,,1
153,340,1.0,13,chopped,2
153,138,1.0,13,,3
153,222,1.0,13,bunch,4
153,304,200.0,13,ml,5
153,398,400.0,1,,6
153,370,400.0,1,,7
153,652,1.0,8,,8
153,351,600.0,1,,9
153,349,0.0,16,,10
154,442,50.0,1,,1
154,28,2.0,13,large,2
154,527,200.0,1,,3
154,208,1.0,13,whole,4
154,428,1.0,13,kg,5
154,233,140.0,1,,6
154,31,100.0,1,,7
154,203,100.0,1,,8
154,112,3.0,13,large,9
154,29,2.0,9,,10
154,36,250.0,1,,11
155,478,2.0,9,,1
155,340,1.0,13,chopped,2
155,137,2.0,14,minced,3
155,483,1.0,4,,4
155,537,1.0,4,,5
155,830,1.0,8,,6
155,260,0.0,16,,7
155,229,0.0,16,,8
155,707,0.5,8,,9
155,678,0.5,8,,10
155,16,1.0,13,,11
155,21,1.0,10,,12
155,831,1.0,13,small,13
155,390,4.0,13,,14
155,454,1.0,13,beaten,15
156,36,1.0,13,knob,1
156,538,2.0,13,,2
156,10,4.0,13,,3
156,236,2.0,13,,4
156,42,1.0,13,,5
156,418,0.5,13,,6
156,411,0.5,13,,7
156,16,1.0,13,,8
156,570,100.0,13,ml,9
156,60,100.0,1,,10
157,210,1.0,9,,1
157,10,3.0,1,rashers chopped dry-cured,2
157,267,12.0,13,small,3
157,59,2.0,1,,4
157,61,4.0,1,,5
157,58,2.0,1,,6
157,137,3.0,13,finely chopped,7
157,29,3.0,9,,8
157,247,600.0,13,ml,9
157,60,150.0,13,ml,10
157,292,2.0,8,,11
157,290,3.0,13,sprigs,12
157,369,2.0,13,sprigs,13
157,17,2.0,13,,14
157,222,0.0,17,,15
157,56,250.0,1,,16
157,233,2.0,9,,17
157,36,1.0,8,,18
158,404,1.0,10,,1
158,340,1.0,13,large,2
158,42,1.0,13,large,3
158,292,1.0,9,,4
158,94,2.0,8,,5
158,217,1.0,8,,6
158,200,0.5,8,,7
158,290,0.5,8,,8
158,24,0.25,8,,9
158,246,0.25,8,,10
158,304,4.0,10,,11
158,309,1.0,10,,12
158,263,1.0,11,,13
161,462,3.0,9,,1
161,340,1.0,13,medium chopped,2
161,580,3.0,10,,3
161,236,3.0,13,chopped,4
161,176,1.0,13,dash,5
161,24,1.0,13,dash,6
161,133,1.0,13,chopped,7
159,18,3.0,4,,1
159,270,10.0,13,,2
159,42,5.0,13,,3
159,411,1.0,13,head,4
160,210,1.0,9,,1
160,411,0.5,13,,2
160,396,1.0,13,chopped,3
160,340,1.0,13,chopped,4
160,137,2.0,14,minced,5
160,580,12.0,3,,6
160,234,2.0,13,chopped,7
160,290,2.0,13,sprigs,8
160,291,1.0,9,,9
160,260,0.0,16,,10
160,229,0.0,16,,11
162,442,2.0,10,,1
162,282,0.75,10,,2
162,282,1.0,9,,3
162,603,0.25,8,,4
162,454,1.0,13,,5
162,526,1.0,9,,6
162,623,2.0,10,,7
162,462,0.5,10,,8
162,260,1.0,11,,9
162,454,1.0,13,beaten,10
162,303,3.0,9,,11
162,526,1.0,9,,12
162,755,3.0,9,,13
163,125,250.0,1,,1
163,36,125.0,1,,2
163,454,1.0,13,,3
163,260,1.0,11,,4
163,53,300.0,1,,5
163,197,100.0,13,ml milk,6
163,112,3.0,13,,7
163,220,100.0,1,,8
163,234,350.0,1,,9
163,313,3.0,13,tbsp,10
163,163,1.0,9,,11
163,13,1.0,13,topping,12
164,210,3.0,9,,1
164,212,2.0,13,chopped,2
164,48,2.0,13,sticks,3
164,42,300.0,1,,4
164,236,500.0,1,,5
164,16,4.0,13,,6
164,292,5.0,9,,7
164,282,2.0,9,,8
164,313,2.0,9,,9
164,71,1.0,2,,10
164,352,500.0,1,,11
164,305,3.0,13,,12
164,315,400.0,13,ml,13
165,197,400.0,13,ml,1
165,105,150.0,13,ml,2
165,76,1.0,13,,3
165,214,1.0,13,,4
165,185,1.0,13,,5
165,111,7.0,13,,6
165,45,100.0,1,,7
165,45,6.0,9,,8
165,330,45.0,1,,9
166,108,1.0,13,large,1
166,31,1.0,10,,2
166,266,50.0,1,,3
166,112,2.0,13,,4
166,260,0.0,16,,5
166,229,0.0,16,,6
166,303,1.0,13,for frying,7
167,173,1.0,13,bunch,1
167,168,8.0,13,,2
167,411,1.0,13,head chopped,3
167,138,8.0,13,,4
167,340,1.0,13,sliced,5
167,412,1.0,13,sliced,6
167,60,1.0,10,,7
167,260,1.0,13,,8
167,229,1.0,13,,9
168,40,2.0,15,,1
168,303,3.0,9,,2
168,293,2.0,10,,3
168,50,5.0,13,,4
168,137,2.0,14,,5
168,222,1.0,11,,6
168,72,0.5,2,chopped,7
169,236,600.0,1,,1
169,397,1.0,13,chopped,2
169,42,1.0,13,chopped,3
169,396,1.0,13,chopped,4
169,8,1.0,13,small,5
169,340,1.0,13,large chopped,6
169,356,800.0,1,,7
169,140,1.0,9,,8
169,292,1.0,9,,9
169,210,80.0,5,,10
169,290,1.0,13,sprinking,11
169,314,250.0,13,ml,12
169,229,1.0,11,,13
170,58,4.0,13,-,1
170,306,1.0,15,,2
170,94,1.0,9,,3
170,271,1.0,9,,4
170,137,1.0,8,,5
170,248,1.0,15,,6
170,160,12.0,13,,7
170,268,2.0,10,,8
170,149,1.0,13,halved,9
170,170,1.0,13,sliced and seeded,10
170,5,1.0,13,peeled and sliced,11
170,155,2.0,9,,12
170,273,3.0,9,,13
170,197,1.0,9,,14
171,93,1.0,13,large,1
171,282,1.0,8,,2
171,118,1.0,13,sliced,3
171,273,150.0,13,ml,4
171,183,1.0,13,juice of,5
171,512,1.0,9,,6
171,103,1.0,13,bunch,7
172,48,2.0,13,,1
172,340,1.0,13,chopped,2
172,42,2.0,13,large,3
172,17,5.0,13,,4
172,290,3.0,13,,5
172,303,2.0,9,,6
172,36,1.0,9,,7
172,125,2.0,9,,8
172,292,2.0,9,,9
172,318,2.0,9,,10
172,584,2.0,13,,11
172,582,800.0,1,,12
172,236,800.0,1,,13
172,583,25.0,1,,14
172,220,25.0,1,,15
173,294,1.0,10,,1
173,309,2.0,10,,2
173,260,1.0,8,,3
173,296,0.25,8,,4
173,141,3.0,9,,5
173,71,1.0,10,,6
173,95,0.5,8,,7
173,207,0.5,8,,8
173,16,2.0,13,,9
173,152,1.0,9,chopped,10
173,142,2.0,8,shredded,11
173,74,2.0,9,,12
173,245,0.5,8,,13
173,260,0.5,8,,14
173,282,1.0,8,,15
173,136,0.25,8,,16
174,827,2.0,10,,1
174,309,1.0,10,,2
174,299,1.0,10,,3
174,453,2.0,10,,4
174,623,1.0,10,,5
174,35,1.0,10,,6
174,11,0.5,8,,7
174,260,0.25,8,,8
174,462,1.0,10,,9
175,679,200.0,1,,1
175,303,2.0,9,,2
175,137,3.0,14,chopped,3
175,680,3.0,13,chopped,4
175,681,225.0,1,,5
175,32,100.0,1,,6
175,14,1.0,12,,7
175,274,4.0,9,,8
175,216,4.0,9,,9
175,122,1.0,8,,10
175,282,1.0,9,,11
176,263,1.0,12,,1
176,16,4.0,13,,2
176,137,4.0,14,,3
176,290,1.0,12,,4
176,343,4.0,13,,5
176,314,100.0,13,ml,6
177,197,1.0,6,,1
177,282,300.0,1,,2
177,11,0.25,8,,3
177,300,1.0,8,,4
178,442,100.0,1,,1
178,36,180.0,1,,2
178,203,180.0,1,,3
178,213,1.0,13,zest of,4
178,440,3.0,9,,5
178,233,225.0,1,,6
178,11,1.0,8,,7
178,112,3.0,13,large,8
178,156,100.0,1,,9
178,197,2.0,9,,10
178,448,500.0,1,,11
178,450,100.0,1,,12
178,197,1.0,9,,13
178,45,2.0,8,,14
179,125,125.0,1,,1
179,872,125.0,1,,2
179,112,2.0,13,,3
179,36,1.0,13,knob,4
179,197,300.0,13,ml,5
179,446,10.0,1,,6
179,618,1.0,13,tsp,7
179,36,0.0,16,,8
179,323,0.0,16,,9
180,197,15.0,5,,1
180,617,10.0,1,,2
180,623,250.0,1,,3
180,462,120.0,1,,4
180,282,80.0,1,,5
180,454,1.0,13,,6
180,260,1.0,11,,7
180,877,200.0,1,,8
180,35,120.0,1,,9
180,462,80.0,1,,10
180,75,1.0,8,,11
181,282,1.0,10,,1
181,309,1.0,10,,2
181,184,1.0,8,,3
181,526,2.0,9,,4
181,623,2.0,10,,5
181,303,2.0,9,,6
181,454,1.0,13,,7
181,184,0.5,8,,8
181,260,1.0,11,,9
181,526,1.0,9,,10
181,442,4.0,10,,11
181,282,1.0,10,,12
181,454,3.0,13,,13
181,11,0.5,8,,14
181,299,1.0,8,,15
181,183,1.0,13,zest of,16
181,526,2.0,9,,17
181,89,1.0,13,sprinkling,18
181,230,0.0,16,,19
182,115,2.0,9,,1
182,340,1.0,13,,2
182,72,150.0,1,,3
182,245,1.0,13,,4
182,395,1.0,13,,5
182,640,1.0,8,,6
182,137,4.0,14,,7
182,398,400.0,1,,8
182,153,150.0,1,,9
182,370,400.0,1,,10
182,61,8.0,13,,11
182,222,1.0,13,handfull,12
183,36,250.0,1,,1
183,233,350.0,1,,2
183,183,0.5,13,juice of,3
183,36,25.0,1,,4
183,429,200.0,1,,5
183,431,50.0,1,,6
183,203,100.0,1,,7
183,75,1.0,8,,8
183,142,1.0,8,,9
183,518,1.0,8,,10
183,183,1.0,13,zest of,11
183,112,1.0,13,beaten,12
183,282,1.0,13,spinkling,13
184,60,3.0,10,,1
184,260,0.25,8,,2
184,282,0.25,8,,3
184,229,1.0,11,,4
184,414,1.0,8,,5
184,226,0.33,10,,6
184,204,0.33,10,,7
184,89,1.0,9,,8
184,309,2.0,9,,9
184,278,0.25,10,,10
185,859,1.0,10,,1
185,274,1.0,9,,2
185,860,1.0,9,,3
185,216,1.0,9,,4
185,229,0.5,8,,5
185,89,1.0,9,,6
185,309,1.0,9,,7
185,89,1.0,9,,8
185,309,1.0,9,,9
185,454,8.0,13,large,10
185,176,0.5,8,,11
185,282,0.25,8,,12
185,278,1.0,13,,13
185,861,1.0,10,,14
185,625,20.0,13,,15
185,303,3.0,10,,16
185,171,2.0,10,,17
186,108,1.0,4,,1
186,282,2.0,9,,2
186,260,1.0,8,,3
186,229,1.0,8,,4
186,137,1.0,13,whole,5
186,210,3.0,9,,6
186,537,4.0,3,,7
186,491,3.0,9,,8
186,274,2.0,9,,9
186,16,2.0,13,,10
187,3,1.0,13,lb,1
187,340,1.0,13,,2
187,344,1.0,13,,3
187,293,2.0,13,,4
187,138,4.0,13,,5
187,292,1.0,9,,6
187,249,2.0,10,,7
187,505,0.25,10,,8
187,36,0.25,10,,9
187,210,2.0,10,,10
187,547,1.0,13,,11
187,94,1.0,9,,12
187,512,3.0,9,,13
187,260,0.0,16,,14
187,229,0.0,16,,15
188,623,500.0,1,,1
188,36,200.0,1,,2
188,309,120.0,13,ml,3
188,260,1.0,8,,4
188,483,500.0,1,,5
188,340,2.0,13,chopped,6
188,454,4.0,13,chopped,7
188,153,100.0,1,,8
188,94,1.0,8,,9
188,217,1.0,8,,10
188,260,0.0,16,,11
188,229,0.0,16,,12
189,262,2.0,13,,1
189,10,3.0,13,,2
189,204,2.0,13,,3
189,293,2.0,13,,4
189,443,1.0,13,slice,5
189,112,2.0,13,,6
189,30,1.0,13,slice,7
190,446,5.0,1,,1
190,45,200.0,1,,2
190,454,2.0,13,medium,3
190,644,600.0,1,,4
190,303,1.0,13,drizzle,5
190,422,100.0,1,,6
191,489,2.0,4,,1
191,303,0.5,10,,2
191,137,1.0,14,peeled crushed,3
191,142,0.5,8,,4
191,290,2.0,13,sprigs,5
191,16,1.0,13,,6
191,245,0.5,13,,7
191,395,0.5,13,,8
191,340,1.0,13,sliced,9
191,42,1.0,13,chopped,10
191,282,1.0,9,,11
191,518,0.5,8,,12
191,318,1.0,8,,13
191,486,1.0,13,,14
191,188,1.0,13,,15
191,490,0.75,10,,16
